Experiment,width of patch,width of substrate,length of substrate,width of slot,Length of slot,Length of patch,Simulation tool used,Dielectric constant,Thickness of substrate,Resultant Frequency (GHz),Return Loss (S11) dB,gain (dBi),Substrate Material,,,,,,,,,
863,33.18363778,45.87744951,33.38308243,0.766912508,4.894928833,31,HFSS,1.05,0.175,4.71883,-5.334778379,5.055228739,Foam,,,,,,,,,
864,21.46089971,44.35841596,38.90498987,0.13123423,8.313787284,35.26,HFSS,1.05,0.175,4.148716,-14.11523157,2.603261907,Foam,,,,,,,,,
865,41.05066331,49.01021898,45.64736695,0.388248994,6.914629454,35.89,HFSS,1.05,1.5,4.075891,-19.29905315,5.343072942,Foam,,,,,,,,,
866,36.18058861,60.73256793,40.11083154,0.488023726,4.682706912,35.26,HFSS,1.05,0.175,4.148716,-23.68962123,4.871538936,Foam,,,,,,,,,
867,32.19776955,51.74844988,51.60774195,0.261927872,6.058266355,35.89,HFSS,1.05,1.5,4.075891,-20.47990011,4.28812903,Foam,,,,,,,,,
868,37.98001246,32.3657756,30.37078352,0.773718289,5.635334937,31,HFSS,1.05,0.175,4.71883,-10.40950265,5.641539827,Foam,,,,,,,,,
869,42.71574474,45.33155691,45.03371459,0.252258144,8.196054509,35.89,HFSS,1.05,1.5,4.075891,-11.33403893,5.515750979,Foam,,,,,,,,,
870,35.11534221,46.04091862,53.24986278,0.517330105,5.967054315,35.89,HFSS,1.05,1.5,4.075891,-9.730847438,4.664840204,Foam,,,,,,,,,
871,21.46468072,62.29720156,35.63461553,0.640572785,7.694872921,35.89,HFSS,1.05,1.5,4.075891,-12.86042519,2.527115482,Foam,,,,,,,,,
872,19.11793113,58.10280643,52.89840975,0.601842053,3.907124337,35.26,HFSS,1.05,0.175,4.148716,-18.74156892,2.101191585,Foam,,,,,,,,,
873,47.51235302,56.5751603,44.92070623,0.742402234,3.031496898,35.26,HFSS,1.05,0.175,4.148716,-24.19592109,6.054848048,Foam,,,,,,,,,
874,38.47707081,31.08643373,31.98581475,0.74416887,5.713377479,31,HFSS,1.05,0.175,4.71883,-28.46455769,5.698008823,Foam,,,,,,,,,
875,37.03500544,49.47505844,45.98922283,1.216455421,6.454857087,40.47,HFSS,1.05,1.58,3.614622,-13.03151913,4.374397821,Foam,,,,,,,,,
876,18.65998238,45.71373278,48.80325348,0.493159661,2.933494817,35.26,HFSS,1.05,0.175,4.148716,-18.51991129,1.995894949,Foam,,,,,,,,,
877,27.89465676,44.72320088,36.76464264,0.112714815,8.165857504,35.26,HFSS,1.05,0.175,4.148716,-20.73634985,3.741992875,Foam,,,,,,,,,
878,42.10674135,63.32140292,47.00740173,0.654723062,9.022855607,40.47,HFSS,1.05,1.58,3.614622,-13.98756339,4.931790019,Foam,,,,,,,,,
879,34.0552991,39.71753392,46.31441907,0.505119101,8.32782347,35.89,HFSS,1.05,1.5,4.075891,-25.68018405,4.531718142,Foam,,,,,,,,,
880,36.96233959,66.88748938,44.90031202,0.636342814,1.488872275,35.26,HFSS,1.05,0.175,4.148716,-16.89210311,4.964377185,Foam,,,,,,,,,
881,29.99809692,31.544096,39.7951855,0.241417081,4.8860344,31,HFSS,1.05,0.175,4.71883,-29.93462478,4.616925838,Foam,,,,,,,,,
882,54.62973742,67.06518464,55.16241624,0.50659922,2.29775452,35.26,HFSS,1.05,0.175,4.148716,-10.6425193,6.661073787,Foam,,,,,,,,,
883,26.10881419,41.90883556,37.06228401,0.107490628,8.109816076,35.26,HFSS,1.05,0.175,4.148716,-12.97160298,3.454654132,Foam,,,,,,,,,
884,40.38486653,65.2281996,51.69805582,0.498028241,6.536770436,35.89,HFSS,1.05,1.5,4.075891,-12.31364987,5.272057672,Foam,,,,,,,,,
885,20.73721467,38.58528279,37.37245538,0.477262034,4.796523949,31,HFSS,1.05,0.175,4.71883,-19.64073545,3.013493033,Foam,,,,,,,,,
886,41.0589619,56.75075033,44.3110881,0.633464193,6.186055251,35.89,HFSS,1.05,1.5,4.075891,-13.83625921,5.343950802,Foam,,,,,,,,,
887,53.23352377,24.30631148,61.50653048,0.617622956,3.094779461,35.26,HFSS,1.05,0.175,4.148716,-19.5894059,6.548634807,Foam,,,,,,,,,
888,47.09670597,68.68581265,48.77418339,0.253424376,3.79814232,35.26,HFSS,1.05,0.175,4.148716,-20.8316484,6.016687985,Foam,,,,,,,,,
889,21.66455033,64.54599741,34.78005651,0.647604309,7.108475705,35.89,HFSS,1.05,1.5,4.075891,-29.11688601,2.567367945,Foam,,,,,,,,,
890,35.0816139,56.93756737,45.02615651,0.499909116,8.646192346,35.89,HFSS,1.05,1.5,4.075891,-27.15190706,4.660666798,Foam,,,,,,,,,
891,28.57300947,69.39279806,39.09029112,0.370961305,2.895699853,35.26,HFSS,1.05,0.175,4.148716,-16.99852386,3.846342508,Foam,,,,,,,,,
892,42.89834954,47.48245268,45.41656166,0.261346319,8.488478671,35.89,HFSS,1.05,1.5,4.075891,-14.43478701,5.534276988,Foam,,,,,,,,,
893,37.89869764,49.04617081,46.62492735,0.38400697,6.89184835,35.89,HFSS,1.05,1.5,4.075891,-9.540118955,4.996114013,Foam,,,,,,,,,
894,43.1985928,61.17995399,53.40133417,0.51928951,7.012910031,35.89,HFSS,1.05,1.5,4.075891,-24.44226981,5.564567152,Foam,,,,,,,,,
895,18.46595565,35.44973425,43.16454926,0.358995285,2.21999676,35.26,HFSS,1.05,0.175,4.148716,-6.729859695,1.950500539,Foam,,,,,,,,,
896,21.07417144,45.63850079,34.99843315,0.09360943,5.736857871,35.26,HFSS,1.05,0.175,4.148716,-14.80172201,2.524287743,Foam,,,,,,,,,
897,21.60445021,43.14414656,36.41163886,0.097693229,6.012016521,35.26,HFSS,1.05,0.175,4.148716,-26.04211157,2.632214846,Foam,,,,,,,,,
898,28.64147594,22.37175285,42.65275911,0.499703773,3.605062956,35.26,HFSS,1.05,0.175,4.148716,-21.03800772,3.856736597,Foam,,,,,,,,,
899,38.66638272,49.00610703,46.88859576,0.35696051,6.68256595,35.89,HFSS,1.05,1.5,4.075891,-9.439607949,5.083206606,Foam,,,,,,,,,
900,24.41817306,53.10930828,48.86270209,0.929305733,7.030365557,40.47,HFSS,1.05,1.58,3.614622,-23.41552662,2.565405367,Foam,,,,,,,,,
901,39.67071768,42.03312396,37.26181864,0.080362734,8.283207936,35.26,HFSS,4.4,0.175,2.026665,-11.56705354,-0.951150544,FR-4,,,,,,,,,
902,38.23033578,55.96370945,45.17888659,0.25650002,7.201430943,35.89,HFSS,4.4,1.5,1.99109,-14.77849705,-1.188681497,FR-4,,,,,,,,,
903,48.78285013,35.66862103,57.08792071,0.510727111,1.531872796,35.26,HFSS,4.4,0.175,2.026665,-15.59184516,-0.053179414,FR-4,,,,,,,,,
904,24.06092058,39.02453519,39.3412947,0.761168008,3.140701961,31,HFSS,4.4,0.175,2.305168,-22.36622164,-2.56352258,FR-4,,,,,,,,,
905,33.17522522,45.54575585,36.11111337,0.089374452,8.051701712,35.26,HFSS,4.4,0.175,2.026665,-21.21712378,-1.727712318,FR-4,,,,,,,,,
906,46.06363071,53.39562691,43.74872644,0.598582239,10.16977515,40.47,HFSS,4.4,1.58,1.765758,-16.46317057,-0.900778423,FR-4,,,,,,,,,
907,43.83694787,45.77272143,38.94753154,0.634644919,7.034066483,35.89,HFSS,4.4,1.5,1.99109,-21.95070718,-0.594359532,FR-4,,,,,,,,,
908,35.42042833,37.50222822,31.54524198,0.639315978,4.098773552,31,HFSS,4.4,0.175,2.305168,-12.48803413,-0.88410689,FR-4,,,,,,,,,
909,37.99299389,49.9554883,55.97908298,0.604901863,8.524799193,35.89,HFSS,4.4,1.5,1.99109,-11.03139755,-1.215727443,FR-4,,,,,,,,,
910,41.84124827,62.2047974,52.39802314,0.486484484,6.469910512,35.89,HFSS,4.4,1.5,1.99109,-13.01742646,-0.796716296,FR-4,,,,,,,,,
911,39.94858233,51.28287753,40.61880357,0.783715731,9.001989694,35.89,HFSS,4.4,1.5,1.99109,-12.21109631,-0.997748902,FR-4,,,,,,,,,
912,44.49978919,45.6589106,35.21140979,0.12262494,6.726401616,35.26,HFSS,4.4,0.175,2.026665,-13.92505092,-0.452271582,FR-4,,,,,,,,,
913,42.63989777,60.23732795,43.45076407,1.230501182,7.032221442,40.47,HFSS,4.4,1.58,1.765758,-16.69839245,-1.236198534,FR-4,,,,,,,,,
914,42.6037404,63.18453501,47.4481807,0.655135927,8.321564896,40.47,HFSS,4.4,1.58,1.765758,-15.32733454,-1.239882785,FR-4,,,,,,,,,
915,47.96487236,23.2376586,54.14634272,0.377540884,4.459465283,35.26,HFSS,4.4,0.175,2.026665,-24.49801821,-0.126618187,FR-4,,,,,,,,,
916,49.00879879,47.63832665,52.00271801,1.064138249,7.294502907,40.47,HFSS,4.4,1.58,1.765758,-19.10285292,-0.631619502,FR-4,,,,,,,,,
917,33.75224254,41.50611892,47.86921024,0.524241515,8.067334783,35.89,HFSS,4.4,1.5,1.99109,-27.67685597,-1.729736289,FR-4,,,,,,,,,
918,47.79833158,70.68083298,50.80688248,0.24199864,3.819200311,35.26,HFSS,4.4,0.175,2.026665,-13.69477693,-0.141723741,FR-4,,,,,,,,,
919,34.49365246,36.94332221,32.9343835,0.650731587,3.865684675,31,HFSS,4.4,0.175,2.305168,-17.34479726,-0.999253143,FR-4,,,,,,,,,
920,45.33601811,63.14404137,55.13344068,0.252927189,9.326774928,35.89,HFSS,4.4,1.5,1.99109,-29.55385692,-0.44832889,FR-4,,,,,,,,,
921,43.46937226,45.34834644,34.57016515,0.126421835,7.207047453,35.26,HFSS,4.4,0.175,2.026665,-29.75275501,-0.554017432,FR-4,,,,,,,,,
922,35.38940524,51.26889822,47.76453646,0.60254966,7.472521319,40.47,HFSS,4.4,1.58,1.765758,-21.28801428,-2.045627443,FR-4,,,,,,,,,
923,19.65447543,25.32196265,30.37382283,0.253876047,3.318087978,31,HFSS,4.4,0.175,2.305168,-14.27277669,-3.442030405,FR-4,,,,,,,,,
924,34.17275121,54.32137882,54.23778079,0.759084083,6.445394093,35.89,HFSS,4.4,1.5,1.99109,-27.47516796,-1.675963174,FR-4,,,,,,,,,
925,46.15989001,65.22179809,52.38931248,0.259472263,9.369317393,35.89,HFSS,4.4,1.5,1.99109,-6.596305431,-0.370114968,FR-4,,,,,,,,,
926,34.71654638,62.42820632,46.95813117,0.375007426,5.752373154,35.89,HFSS,4.4,1.5,1.99109,-8.568546652,-1.607397473,FR-4,,,,,,,,,
927,26.90901605,48.01762213,48.01574018,0.727631853,7.724923484,35.89,HFSS,4.4,1.5,1.99109,-10.77709388,-2.713784444,FR-4,,,,,,,,,
928,48.76743602,53.57975794,42.14704282,0.606873926,10.21330663,40.47,HFSS,4.4,1.58,1.765758,-8.151183421,-0.653060853,FR-4,,,,,,,,,
929,32.88222813,62.89917134,42.67362105,0.763276977,8.375991387,35.89,HFSS,4.4,1.5,1.99109,-5.658288006,-1.843150241,FR-4,,,,,,,,,
930,38.32808064,46.15840059,36.04591517,0.356692206,3.159718556,31,HFSS,4.4,0.175,2.305168,-8.620678377,-0.54147426,FR-4,,,,,,,,,
931,35.40177104,55.94956095,46.3698933,0.507987231,9.296063341,35.89,HFSS,4.4,1.5,1.99109,-9.866693653,-1.522512731,FR-4,,,,,,,,,
932,30.64978804,24.91006119,36.29378786,0.765443957,3.950968592,31,HFSS,4.4,0.175,2.305168,-13.09417872,-1.512370222,FR-4,,,,,,,,,
933,26.33265476,43.42694372,36.29326853,0.121250135,3.926647193,35.26,HFSS,4.4,0.175,2.026665,-6.451292669,-2.730904665,FR-4,,,,,,,,,
934,32.53469508,51.61859991,51.45720553,0.239106714,5.946133284,35.89,HFSS,4.4,1.5,1.99109,-21.77692876,-1.889295214,FR-4,,,,,,,,,
935,19.30227168,49.75231411,42.83049337,0.715188153,6.452527054,31,HFSS,4.4,0.175,2.305168,-6.45693509,-3.520560737,FR-4,,,,,,,,,
936,31.895854,44.727682,35.99324741,0.061897261,6.172244568,35.26,HFSS,4.4,0.175,2.026665,-26.10609294,-1.89850877,FR-4,,,,,,,,,
937,46.91806784,63.56878313,52.87686295,0.243692494,8.691051898,35.89,HFSS,4.4,1.5,1.99109,-29.88726627,-0.299361433,FR-4,,,,,,,,,
938,18.0573998,47.97838497,47.97729406,0.497531571,2.955727258,35.26,HFSS,4.4,0.175,2.026665,-11.57398029,-4.369298982,FR-4,,,,,,,,,
939,35.27712329,47.59981084,46.50192408,1.20508698,6.350841116,40.47,HFSS,4.4,1.58,1.765758,-21.13416919,-2.059428452,FR-4,,,,,,,,,
940,37.52362074,63.54418481,48.05013234,0.382900358,5.953954632,35.89,HFSS,4.4,1.5,1.99109,-27.07597809,-1.269715243,FR-4,,,,,,,,,
941,48.35558231,24.46439926,54.18461057,0.356433278,4.418280243,35.26,HFSS,4.4,0.175,2.026665,-12.04239173,-0.091384942,FR-4,,,,,,,,,
942,26.6708295,42.96248181,36.85894209,0.061137422,5.01283786,35.26,HFSS,4.4,0.175,2.026665,-8.055778173,-2.675485886,FR-4,,,,,,,,,
943,48.4750054,46.22390757,39.70410423,0.596072392,2.232032202,35.26,HFSS,4.4,0.175,2.026665,-8.038203144,-0.080672456,FR-4,,,,,,,,,
944,48.34791668,60.52440068,42.7534811,0.72468475,3.103879437,35.26,HFSS,4.4,0.175,2.026665,-5.417460048,-0.092073468,FR-4,,,,,,,,,
945,35.94856803,55.66865502,50.02041781,0.804200561,8.478590538,40.47,HFSS,4.4,1.58,1.765758,-11.33012732,-1.977544128,FR-4,,,,,,,,,
946,28.27491511,43.73854932,51.12298123,0.721953953,7.511239036,35.89,HFSS,4.4,1.5,1.99109,-13.60386085,-2.498749524,FR-4,,,,,,,,,
947,50.20104345,57.50102387,48.5575896,0.798021308,5.129009625,40.47,HFSS,4.4,1.58,1.765758,-5.737032971,-0.527232639,FR-4,,,,,,,,,
948,17.74214728,44.50233918,50.23852083,0.509569054,3.015126522,35.26,HFSS,4.4,0.175,2.026665,-16.28097953,-4.445789316,FR-4,,,,,,,,,
949,18.12787631,34.54621053,46.3173263,0.355193485,2.372980675,35.26,HFSS,4.4,0.175,2.026665,-21.45479606,-4.352381825,FR-4,,,,,,,,,
950,18.48120112,57.50345178,51.26476557,0.63302457,3.740038498,35.26,HFSS,4.4,0.175,2.026665,-11.6463838,-4.268549186,FR-4,,,,,,,,,
951,44.20542139,45.69577651,36.369761,0.076923813,4.199020531,35.26,HFSS,4.4,0.175,2.026665,-25.16879824,-0.481095769,FR-4,,,,,,,,,
952,34.89816684,40.08740866,51.33739263,0.614117198,8.597182071,35.89,HFSS,4.4,1.5,1.99109,-20.17997064,-1.584736475,FR-4,,,,,,,,,
953,30.15663633,50.42167168,43.12364895,0.898600961,8.192649652,40.47,HFSS,4.4,1.58,1.765758,-15.73583567,-2.740531095,FR-4,,,,,,,,,
954,44.8865839,46.02857297,42.35158762,0.631338094,6.933671765,35.89,HFSS,4.4,1.5,1.99109,-26.33600828,-0.491597075,FR-4,,,,,,,,,
955,45.79597607,70.58760922,47.71996252,0.250809461,3.897831021,35.26,HFSS,4.4,0.175,2.026665,-11.86676428,-0.32757792,FR-4,,,,,,,,,
956,22.15382482,45.69365675,46.77316341,0.372138357,9.181678233,35.89,HFSS,4.4,1.5,1.99109,-16.29861391,-3.558275449,FR-4,,,,,,,,,
957,43.26167233,61.57612506,46.3808984,0.65279348,8.793376839,40.47,HFSS,4.4,1.58,1.765758,-11.15395594,-1.173327046,FR-4,,,,,,,,,
958,24.38717561,51.82106754,42.78858385,0.752179546,5.899580166,40.47,HFSS,4.4,1.58,1.765758,-14.22926793,-3.662745026,FR-4,,,,,,,,,
959,19.73003607,37.16015122,36.29592926,0.479761426,5.001855342,31,HFSS,4.4,0.175,2.305168,-23.43113647,-3.425366183,FR-4,,,,,,,,,
960,25.53851927,43.74553742,45.07791079,0.259792905,3.936918696,31,HFSS,4.4,0.175,2.305168,-16.54257062,-2.304687845,FR-4,,,,,,,,,
961,29.29714331,23.03105004,43.91856445,0.522746267,3.637562789,35.26,HFSS,4.4,0.175,2.026665,-5.295091652,-2.267598363,FR-4,,,,,,,,,
962,36.18389029,44.58494807,51.11710463,0.72835373,7.105370374,35.89,HFSS,4.4,1.5,1.99109,-17.13435643,-1.427610041,FR-4,,,,,,,,,
963,32.91699092,47.03817697,35.34373164,0.783777966,4.986413491,31,HFSS,4.4,0.175,2.305168,-11.54481938,-1.202443699,FR-4,,,,,,,,,
964,41.26293173,46.85607154,36.49056441,0.079501473,3.902371194,35.26,HFSS,4.4,0.175,2.026665,-28.23717782,-0.780250304,FR-4,,,,,,,,,
965,28.92884438,48.69643707,54.29016087,0.774072281,1.587167729,35.26,HFSS,4.4,0.175,2.026665,-13.21896093,-2.322540265,FR-4,,,,,,,,,
966,46.54725303,24.4422632,51.19720776,0.363584675,4.327388845,35.26,HFSS,4.4,0.175,2.026665,-15.39627141,-0.256910554,FR-4,,,,,,,,,
967,25.35986228,36.83113725,42.01261072,0.781943985,3.198733766,31,HFSS,4.4,0.175,2.305168,-6.48696527,-2.335176069,FR-4,,,,,,,,,
968,23.70949943,51.24487903,31.22295148,0.364679041,4.862696444,31,HFSS,4.4,0.175,2.305168,-16.15343622,-2.627421126,FR-4,,,,,,,,,
969,40.37904126,33.01253848,30.76936299,0.774106005,5.780165103,31,HFSS,4.4,0.175,2.305168,-27.83989346,-0.315084946,FR-4,,,,,,,,,
970,32.9192562,57.68860973,39.15078569,0.250078191,7.139303608,35.89,HFSS,4.4,1.5,1.99109,-9.015072045,-1.838262482,FR-4,,,,,,,,,
971,37.38189784,24.35479814,48.74292522,0.760842143,2.199893459,35.26,HFSS,4.4,0.175,2.026665,-17.53969559,-1.209237654,FR-4,,,,,,,,,
972,41.40876242,39.22547283,35.43302754,0.252603221,6.517840493,31,HFSS,4.4,0.175,2.305168,-11.03515379,-0.205722466,FR-4,,,,,,,,,
973,19.27223391,50.93844545,41.61228925,0.719099597,6.677546269,31,HFSS,4.4,0.175,2.305168,-20.20386841,-3.527324396,FR-4,,,,,,,,,
974,22.04495893,60.81538059,36.97373897,0.617322427,7.149204916,35.89,HFSS,4.4,1.5,1.99109,-17.02525861,-3.579669681,FR-4,,,,,,,,,
975,41.43395679,64.83940525,53.31283928,0.477031209,6.601853061,35.89,HFSS,4.4,1.5,1.99109,-19.97139378,-0.839198533,FR-4,,,,,,,,,
976,23.04596609,56.06697225,47.71487147,0.962556348,7.500614901,40.47,HFSS,4.4,1.58,1.765758,-6.952864939,-3.908410897,FR-4,,,,,,,,,
977,44.0454242,65.47747369,55.32349676,0.255273272,9.382434089,35.89,HFSS,4.4,1.5,1.99109,-17.57468497,-0.573754651,FR-4,,,,,,,,,
978,33.61517055,25.02758513,40.76866644,0.387637721,6.579519666,31,HFSS,4.4,0.175,2.305168,-8.777285408,-1.111291785,FR-4,,,,,,,,,
979,39.02612628,36.48297376,56.09552965,0.244238805,3.145251489,35.26,HFSS,4.4,0.175,2.026665,-12.80367324,-1.022296663,FR-4,,,,,,,,,
980,36.50239453,39.12628519,48.43822253,0.250618847,6.497865271,35.89,HFSS,4.4,1.5,1.99109,-11.09754751,-1.389549073,FR-4,,,,,,,,,
981,40.62609053,54.82152374,45.91925728,1.249502782,7.486290055,40.47,HFSS,4.4,1.58,1.765758,-8.022703539,-1.446309762,FR-4,,,,,,,,,
982,44.59824419,62.59596069,52.04791183,0.2414113,8.708072507,35.89,HFSS,4.4,1.5,1.99109,-12.99413325,-0.51958501,FR-4,,,,,,,,,
983,31.87431553,44.68672968,49.6209827,0.364985217,8.689311139,35.89,HFSS,4.4,1.5,1.99109,-27.27466328,-1.978353947,FR-4,,,,,,,,,
984,40.45034366,55.21362855,39.740762,1.094819035,5.874879107,40.47,HFSS,4.4,1.58,1.765758,-20.99933396,-1.465137925,FR-4,,,,,,,,,
985,47.7275058,44.73012986,38.79426899,0.598216496,2.17762553,35.26,HFSS,4.4,0.175,2.026665,-24.26746509,-0.148163727,FR-4,,,,,,,,,
986,34.01762247,41.86181376,47.62029261,0.645573993,8.88399945,35.89,HFSS,4.4,1.5,1.99109,-14.94211035,-1.695723052,FR-4,,,,,,,,,
987,41.89650203,52.00812064,54.12671403,0.96479825,4.979420034,40.47,HFSS,4.4,1.58,1.765758,-20.46619905,-1.312582433,FR-4,,,,,,,,,
988,32.76498978,45.62565111,36.78489662,0.104867912,3.991469019,35.26,HFSS,4.4,0.175,2.026665,-24.02416062,-1.781750749,FR-4,,,,,,,,,
989,45.17921238,24.20032094,54.85946359,0.357005722,4.490427704,35.26,HFSS,4.4,0.175,2.026665,-27.39308773,-0.386464563,FR-4,,,,,,,,,
990,43.945022,56.75080451,49.32213802,0.354432455,7.954780554,35.89,HFSS,4.4,1.5,1.99109,-18.80294954,-0.583665759,FR-4,,,,,,,,,
991,23.09448164,61.14133854,53.37285615,1.234199097,10.19595441,40.47,HFSS,4.4,1.58,1.765758,-16.11966665,-3.899277893,FR-4,,,,,,,,,
992,25.15525682,25.10843586,33.85005778,0.521738049,5.592120379,31,HFSS,4.4,0.175,2.305168,-19.95079189,-2.370357421,FR-4,,,,,,,,,
993,36.70306699,46.1122999,46.31616129,1.192743614,5.887662447,40.47,HFSS,4.4,1.58,1.765758,-13.18847424,-1.887336518,FR-4,,,,,,,,,
994,27.42977159,46.57116593,37.91615996,0.128442248,3.848907488,35.26,HFSS,4.4,0.175,2.026665,-18.57327014,-2.553629206,FR-4,,,,,,,,,
995,34.89203035,40.55653668,48.39833934,0.648848911,8.525418783,35.89,HFSS,4.4,1.5,1.99109,-29.31007458,-1.585500206,FR-4,,,,,,,,,
996,42.37783844,42.99889779,37.59836659,0.081157661,4.050178829,35.26,HFSS,4.4,0.175,2.026665,-5.245562418,-0.664463109,FR-4,,,,,,,,,
997,34.51923526,46.68994154,51.22364034,0.386538748,8.57113278,35.89,HFSS,4.4,1.5,1.99109,-8.234869107,-1.632150963,FR-4,,,,,,,,,
998,36.68379586,43.49435263,35.70574944,0.111916334,5.197442651,35.26,HFSS,4.4,0.175,2.026665,-20.77283195,-1.291108437,FR-4,,,,,,,,,
999,27.66750678,62.70636542,40.11937084,0.379834089,5.692422195,35.89,HFSS,4.4,1.5,1.99109,-6.61051818,-2.593062371,FR-4,,,,,,,,,
1000,57.48934485,56.10290169,47.76255821,0.376040169,1.559992286,35.26,HFSS,4.4,0.175,2.026665,-16.24739017,0.660022477,FR-4,,,,,,,,,
1001,40.02697568,38.64891534,52.15661449,0.386744408,7.27779449,35.89,HFSS,4.4,1.5,1.99109,-21.47823592,-0.989234848,FR-4,,,,,,,,,
1002,44.40926401,61.25479811,46.16158286,0.636784417,8.543517843,40.47,HFSS,4.4,1.58,1.765758,-26.59401886,-1.059624324,FR-4,,,,,,,,,
1003,39.08594223,52.02214521,39.8129286,0.746450131,9.093367685,35.89,HFSS,4.4,1.5,1.99109,-19.61673469,-1.092556763,FR-4,,,,,,,,,
1004,36.7242727,49.7304127,46.5713604,1.215561337,6.091031563,40.47,HFSS,4.4,1.58,1.765758,-18.64039574,-1.884828045,FR-4,,,,,,,,,
1005,36.93953118,43.75133874,36.79291597,0.064419517,7.180385632,35.26,HFSS,4.4,0.175,2.026665,-6.332289239,-1.260937325,FR-4,,,,,,,,,
1006,26.75821362,44.90761894,37.31825108,0.092180982,7.12516758,35.26,HFSS,4.4,0.175,2.026665,-20.15212877,-2.661279953,FR-4,,,,,,,,,
1007,36.36545004,64.27466267,45.79531141,0.382202686,5.822135495,35.89,HFSS,4.4,1.5,1.99109,-29.29338327,-1.405872955,FR-4,,,,,,,,,
1008,27.86395924,56.60996929,36.11490319,0.500128573,8.884185237,35.89,HFSS,4.4,1.5,1.99109,-11.90070406,-2.562334359,FR-4,,,,,,,,,
1009,25.27226368,55.72808567,49.76630995,1.047201503,8.379909663,40.47,HFSS,4.4,1.58,1.765758,-18.22364688,-3.507918641,FR-4,,,,,,,,,
1010,17.90489433,24.34055428,37.41138689,0.250438608,1.53549489,35.26,HFSS,4.4,0.175,2.026665,-8.310845202,-4.406133496,FR-4,,,,,,,,,
1011,47.5530224,60.05379842,41.98428973,0.766507716,3.052869403,35.26,HFSS,4.4,0.175,2.026665,-13.19805449,-0.164069865,FR-4,,,,,,,,,
1012,42.8912597,46.27866115,40.2148578,0.590418953,6.615507588,35.89,HFSS,4.4,1.5,1.99109,-5.956618475,-0.689074606,FR-4,,,,,,,,,
1013,27.53544309,54.36783261,34.88994511,0.49272563,8.61883637,35.89,HFSS,4.4,1.5,1.99109,-23.27114617,-2.613841927,FR-4,,,,,,,,,
1014,36.34287329,34.18934015,51.34788146,0.251406551,2.960855678,35.26,HFSS,4.4,0.175,2.026665,-13.9504199,-1.331658518,FR-4,,,,,,,,,
1015,27.35276982,43.43399652,36.128424,0.131240379,4.089390598,35.26,HFSS,4.4,0.175,2.026665,-11.59769735,-2.565838009,FR-4,,,,,,,,,
1016,44.57314691,45.84325431,34.60512348,0.744188537,5.887075024,35.89,HFSS,4.4,1.5,1.99109,-11.55072864,-0.522029653,FR-4,,,,,,,,,
1017,40.47188874,40.78211502,56.41481495,0.378402606,7.326208865,35.89,HFSS,4.4,1.5,1.99109,-11.97749279,-0.941227897,FR-4,,,,,,,,,
1018,24.15078192,50.35901403,39.26404882,0.597697302,4.994948072,40.47,HFSS,4.4,1.58,1.765758,-16.80297797,-3.70504812,FR-4,,,,,,,,,
1019,39.54453206,44.30698114,37.88152474,0.365060287,3.307215402,31,HFSS,4.4,0.175,2.305168,-22.78083775,-0.405780569,FR-4,,,,,,,,,
1020,40.61434295,56.79182561,43.92855504,0.644976385,6.00165768,35.89,HFSS,4.4,1.5,1.99109,-21.96863293,-0.925968304,FR-4,,,,,,,,,
1021,39.56504953,60.41989982,48.29288678,0.778076517,7.915938287,35.89,HFSS,4.4,1.5,1.99109,-9.156288157,-1.039645484,FR-4,,,,,,,,,
1022,37.92686378,25.02441766,44.80455014,0.648290168,4.769074787,31,HFSS,4.4,0.175,2.305168,-20.77017217,-0.587175658,FR-4,,,,,,,,,
1023,40.05782258,59.6296665,44.0356721,0.633843596,5.783238902,35.89,HFSS,4.4,1.5,1.99109,-11.25733892,-0.985889234,FR-4,,,,,,,,,
1024,46.2846447,63.82254164,53.62581475,0.25677946,9.132257066,35.89,HFSS,4.4,1.5,1.99109,-29.90787179,-0.358393279,FR-4,,,,,,,,,
1025,34.07709903,40.50133947,49.09149618,0.511932397,7.850774509,35.89,HFSS,4.4,1.5,1.99109,-19.70251886,-1.688136457,FR-4,,,,,,,,,
1026,42.19252073,58.06802782,44.53883667,0.622183627,8.723631124,40.47,HFSS,4.4,1.58,1.765758,-19.64346772,-1.282005357,FR-4,,,,,,,,,
1027,27.43789391,43.71614712,37.23785535,0.12000031,4.007882214,35.26,HFSS,4.4,0.175,2.026665,-13.31203292,-2.552343393,FR-4,,,,,,,,,
1028,23.9702703,37.68388753,39.58937504,0.725957141,3.316079086,31,HFSS,4.4,0.175,2.305168,-7.076571188,-2.579915663,FR-4,,,,,,,,,
1029,35.68104225,59.5636561,44.32068619,0.513427679,9.328619533,35.89,HFSS,4.4,1.5,1.99109,-27.01485827,-1.488387304,FR-4,,,,,,,,,
1030,45.91437209,49.52827885,46.22385299,0.50152792,7.738852727,35.89,HFSS,4.4,1.5,1.99109,-20.28144336,-0.393276127,FR-4,,,,,,,,,
1031,23.61329416,56.39424559,47.57820608,1.08547491,8.405796282,40.47,HFSS,4.4,1.58,1.765758,-20.54411512,-3.802794308,FR-4,,,,,,,,,
1032,43.54652116,59.48786758,45.01812591,1.193239958,7.027433316,40.47,HFSS,4.4,1.58,1.765758,-11.69759468,-1.144825423,FR-4,,,,,,,,,
